hanzi,traditional,pinyin,pinyin_numeric,hsk_level,frequency,pos,meaning_en,meaning_ko,classifiers
对于,對於,duì yú,dui4 yu2,5,490,p,regarding; as far as (sth) is concerned; with regard to,,
吨,噸,dūn,dun1,5,4023,q,ton (loanword); Taiwan pr. [dùn],,
蹲,蹲,dūn,dun1,5,3836,v,to crouch; to squat; to stay (somewhere),,
多亏,多虧,duō kuī,duo1 kui1,5,12071,v,thanks to; luckily,,
多余,多餘,duō yú,duo1 yu2,5,5739,a,superfluous; unnecessary; surplus,,
躲藏,躲藏,duǒ cáng,duo3 cang2,5,16284,v,to conceal oneself; to go into hiding; to take cover,,
恶劣,惡劣,è liè,e4 lie4,5,6454,a/an,vile; nasty; of very poor quality,,
发表,發表,fā biǎo,fa1 biao3,5,1771,v,to issue; to publish,,
发愁,發愁,fā chóu,fa1 chou2,5,16670,v,to worry; to fret; to be anxious; to become sad,,
发达,發達,fā dá,fa1 da2,5,5763,a,well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper,,
发抖,發抖,fā dǒu,fa1 dou3,5,10286,v,to tremble; to shake; to shiver,,
发挥,發揮,fā huī,fa1 hui1,5,1869,v/vn,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme),,
发明,發明,fā míng,fa1 ming2,5,3943,v/n/vn,to invent; an invention,,个
发票,發票,fā piào,fa1 piao4,5,9848,n,invoice; receipt or bill for purchase,,
发言,發言,fā yán,fa1 yan2,5,4527,v/vn,to make a speech; statement; utterance,,个
罚款,罰款,fá kuǎn,fa2 kuan3,5,6918,v/n,to fine; penalty; fine (monetary),,
法院,法院,fǎ yuàn,fa3 yuan4,5,2401,n,court of law; court,,
翻,翻,fān,fan1,5,1378,v,to turn over; to flip over; to overturn; to rummage through; to translate; to decode; to double; to climb over or into; to cross,,
凡是,凡是,fán shì,fan2 shi4,5,8759,d/nz,each and every; every; all; any,,
繁荣,繁榮,fán róng,fan2 rong2,5,8156,an/a/v,prosperous; booming (economy),,
反而,反而,fǎn ér,fan3 er2,5,3595,d,on the contrary; instead,,
反复,反覆,fǎn fù,fan3 fu4,5,4626,d/v/vn,repeatedly; over and over; to upend; unstable; to come and go; (of an illness) to return,,
反应,反應,fǎn yìng,fan3 ying4,5,1118,vn/v/n,to react; to respond; reaction; response; reply; chemical reaction,,个
反正,反正,fǎn zhèng,fan3 zheng4,5,1968,d,anyway; in any case; to come over from the enemy's side,,
方,方,fāng,fang1,5,1012,q/d/g/a/f/b,"square; power or involution (math.); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); just when; only or just; classifier for square things; abbr. for square or cubic meter",,
方案,方案,fāng àn,fang1 an4,5,2126,n,plan; program (for action etc); proposal; proposed bill,,个/套
方式,方式,fāng shì,fang1 shi4,5,513,n,way; manner; style; mode; pattern,,个
妨碍,妨礙,fáng ài,fang2 ai4,5,6742,v/vn,to hinder; to obstruct,,
房东,房東,fáng dōng,fang2 dong1,5,9478,n,landlord,,
仿佛,彷彿,fǎng fú,fang3 fu2,5,4286,d/v,to seem; as if; alike; similar,,
放松,放鬆,fàng sōng,fang4 song1,5,2311,v/vn/a,to relax; to slacken; to loosen,,
非,非,fēi,fei1,5,949,b,to not be; not; wrong; incorrect; non-; un-; in-; de-; to reproach; to blame; (coll.) to insist on; simply must,,
肥皂,肥皂,féi zào,fei2 zao4,5,10619,n,soap,,块/条
废话,廢話,fèi huà,fei4 hua4,5,6470,n,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic),,
肺,肺,fèi,fei4,5,3353,n,lung,,个
费用,費用,fèi yòng,fei4 yong4,5,2364,n,cost; expenditure; expense,,笔/个
分别,分別,fēn bié,fen1 bie2,5,2885,d/v,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually,,
分布,分佈,fēn bù,fen1 bu4,5,7247,v/vn,"to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution",,
分配,分配,fēn pèi,fen1 pei4,5,3851,v/vn,to distribute; to assign; to allocate; to partition (a hard drive),,
分析,分析,fēn xī,fen1 xi1,5,1101,v/vn,to analyze; analysis,,个
纷纷,紛紛,fēn fēn,fen1 fen1,5,7895,d/z,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell,,
奋斗,奮鬥,fèn dòu,fen4 dou4,5,4365,v/vn,to strive; to struggle,,
愤怒,憤怒,fèn nù,fen4 nu4,5,3127,a/an/ad/v,angry; indignant; wrath; ire,,
风格,風格,fēng gé,feng1 ge2,5,1644,n,style,,
风俗,風俗,fēng sú,feng1 su2,5,15849,n,social custom,,个
风险,風險,fēng xiǎn,feng1 xian3,5,1705,n,risk; hazard,,
疯狂,瘋狂,fēng kuáng,feng1 kuang2,5,1657,a/ad/an,crazy; frenzied; wild,,
讽刺,諷刺,fěng cì,feng3 ci4,5,6348,v/vn,to satirize; to mock; irony; satire; sarcasm,,
否定,否定,fǒu dìng,fou3 ding4,5,6489,v/vn,to negate; to deny; to reject; negative (answer); negation,,
否认,否認,fǒu rèn,fou3 ren4,5,3559,v/vn,to declare to be untrue; to deny,,
扶,扶,fú,fu2,5,4500,v,to support with the hand; to help sb up; to support oneself by holding onto something; to help,,
服从,服從,fú cóng,fu2 cong2,5,6168,v,to obey (an order); to comply; to defer,,
服装,服裝,fú zhuāng,fu2 zhuang1,5,2475,n,dress; clothing; costume; clothes,,身
幅,幅,fú,fu2,5,1668,q,width; roll; classifier for textiles or pictures,,
辅导,輔導,fǔ dǎo,fu3 dao3,5,7641,v/vn,to give guidance; to mentor; to counsel; to coach; to tutor,,
付款,付款,fù kuǎn,fu4 kuan3,5,9045,v/vn,to pay a sum of money; payment,,
妇女,婦女,fù nǚ,fu4 nü3,5,2790,n,woman,,
复制,複製,fù zhì,fu4 zhi4,5,5395,v/vn,to duplicate; to make a copy of; to copy; to reproduce; to clone,,
改革,改革,gǎi gé,gai3 ge2,5,4569,vn/v,reform; to reform,,次/种/项
改进,改進,gǎi jìn,gai3 jin4,5,4265,v/vn,to improve; to make better; improvement,,个
改善,改善,gǎi shàn,gai3 shan4,5,3674,v/vn,to make better; to improve,,个
改正,改正,gǎi zhèng,gai3 zheng4,5,10338,v/vn,to correct; to amend; to put right; correction,,个
盖,蓋,gài,gai4,5,2188,v/g,lid; top; cover; canopy; to cover; to conceal; to build,,
概括,概括,gài kuò,gai4 kuo4,5,11872,v/vn,to summarize; to generalize; briefly; in broad outline,,
概念,概念,gài niàn,gai4 nian4,5,3465,n,concept; idea,,个
赶紧,趕緊,gǎn jǐn,gan3 jin3,5,1994,d,hurriedly; without delay,,
赶快,趕快,gǎn kuài,gan3 kuai4,5,2729,d,quickly; at once,,
感激,感激,gǎn jī,gan3 ji1,5,3692,v/vn,to be grateful; to appreciate; thankful,,
感受,感受,gǎn shòu,gan3 shou4,5,1286,v/vn,to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience,,
感想,感想,gǎn xiǎng,gan3 xiang3,5,11649,n,impressions; reflections; thoughts,,通/个
干脆,乾脆,gān cuì,gan1 cui4,5,4467,d/a,candid; direct and to the point; simply; just; might as well,,
干活儿,幹活兒,gàn huó r,gan4 huo2 r5,5,41800,v,erhua variant of 干活; (coll.) to work; (coll.) to be employed,,
钢铁,鋼鐵,gāng tiě,gang1 tie3,5,6600,n,steel,,
高档,高檔,gāo dàng,gao1 dang4,5,6468,b,superior quality; high grade; top grade,,
高速,高速,gāo sù,gao1 su4,5,3638,b/d,high speed; expressway (abbr. for 路),,
搞,搞,gǎo,gao3,5,387,v,to do; to make; to go in for; to set up; to get hold of; to take care of,,
告别,告別,gào bié,gao4 bie2,5,4591,v/vn,to leave; to part from; to bid farewell to; to say goodbye to,,
胳膊,胳膊,gē bo,ge1 bo5,5,5256,n,arm,,只/条/双
鸽子,鴿子,gē zi,ge1 zi5,5,9334,n,pigeon; dove; various birds of the family Columbidae,,
革命,革命,gé mìng,ge2 ming4,5,2986,vn/v,to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning); revolution; revolutionary; to revolt (against sb or sth); to revolutionize (sth); (separable verb sometimes used in the pattern 革noun的命),,次
格外,格外,gé wài,ge2 wai4,5,8815,d,especially; particularly,,
隔壁,隔壁,gé bì,ge2 bi4,5,5305,s,next door; neighbor,,
个别,個別,gè bié,ge4 bie2,5,6477,a/ad,individually; one by one; just one or two; exceptional; rare,,
个人,個人,gè rén,ge4 ren2,5,636,n,individual; personal; oneself,,
个性,個性,gè xìng,ge4 xing4,5,2614,n,individuality; personality,,
各自,各自,gè zì,ge4 zi4,5,3398,r,each; respective; apiece,,
根,根,gēn,gen1,5,1181,q/n,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; radical (chemistry)",,条
根本,根本,gēn běn,gen1 ben3,5,591,d/n/a,fundamental; basic; root; simply; absolutely (not); (not) at all,,个
更加,更加,gèng jiā,geng4 jia1,5,1185,d,more (than sth else); even more,,
工厂,工廠,gōng chǎng,gong1 chang3,5,2656,n,factory,,家/座
工程师,工程師,gōng chéng shī,gong1 cheng2 shi1,5,5605,n,engineer,,个/位/名
工人,工人,gōng rén,gong1 ren2,5,2405,n,worker,,个/名
工业,工業,gōng yè,gong1 ye4,5,3316,n,industry,,
公布,公佈,gōng bù,gong1 bu4,5,2655,v,to announce; to make public; to publish,,
公开,公開,gōng kāi,gong1 kai1,5,1840,v/ad/a/vn,open; overt; public; to make public; to release,,
公平,公平,gōng píng,gong1 ping2,5,2218,a/ad/an,fair; impartial,,
公寓,公寓,gōng yù,gong1 yu4,5,2963,n,apartment building; block of flats,,套
公元,公元,gōng yuán,gong1 yuan2,5,12319,n,CE (Common Era); Christian Era; AD (Anno Domini),,
公主,公主,gōng zhǔ,gong1 zhu3,5,2764,n,princess,,
功夫,功夫,gōng fu,gong1 fu5,5,3675,n,skill; art; kung fu; labor; effort,,
功能,功能,gōng néng,gong1 neng2,5,2138,n,function; capability,,
贡献,貢獻,gòng xiàn,gong4 xian4,5,2991,n/v,to contribute; to dedicate; to devote; contribution,,个
沟通,溝通,gōu tōng,gou1 tong1,5,3266,v/vn,to join; to connect; to link up; to communicate,,
构成,構成,gòu chéng,gou4 cheng2,5,4510,v/n/vn,to constitute; to form; to compose; to make up; to configure (computing),,
姑姑,姑姑,gū gu,gu1 gu5,5,10577,n,paternal aunt,,个
姑娘,姑娘,gū niang,gu1 niang5,5,1474,n,girl; young woman; young lady; daughter; paternal aunt (old),,个
古代,古代,gǔ dài,gu3 dai4,5,6123,t,ancient times,,
古典,古典,gǔ diǎn,gu3 dian3,5,7746,b,classical,,
古老,古老,gǔ lǎo,gu3 lao3,5,5243,a,ancient; old; age-old,,
股票,股票,gǔ piào,gu3 piao4,5,2731,n,share certificate; stock (finance),,
骨头,骨頭,gǔ tou,gu3 tou5,5,5565,n,bone; moral character; bitterness; Taiwan pr. [gú tou],,根/块
鼓舞,鼓舞,gǔ wǔ,gu3 wu3,5,6725,v/vn,heartening (news); to boost (morale),,个
固定,固定,gù dìng,gu4 ding4,5,3096,a/v/vn,to fix; to fasten; to set rigidly in place; fixed; set; regular,,
固体,固體,gù tǐ,gu4 ti3,5,14926,n,solid,,
雇佣,雇傭,gù yōng,gu4 yong1,5,8415,v/vn,to employ; to hire,,
挂号,掛號,guà hào,gua4 hao4,5,28577,v,to register (at a hospital etc); to send by registered mail,,
乖,乖,guāi,guai1,5,3704,a,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal",,
拐弯,拐彎,guǎi wān,guai3 wan1,5,21000,v/n/vn,to go round a curve; to turn a corner; fig. a new direction,,
怪不得,怪不得,guài bu de,guai4 bu5 de5,5,7596,d,no wonder!; so that's why!,,
关闭,關閉,guān bì,guan1 bi4,5,3178,v/vn,"to close; to shut (a window etc); (of a shop, school etc) to shut down",,
关怀,關懷,guān huái,guan1 huai2,5,8489,vn/v,care; solicitude; to show care for; concerned about; attentive to,,
观察,觀察,guān chá,guan1 cha2,5,1708,v/vn,to observe; to watch; to survey,,
观点,觀點,guān diǎn,guan1 dian3,5,2211,n,point of view; viewpoint; standpoint,,个
观念,觀念,guān niàn,guan1 nian4,5,4558,n,notion; thought; concept; sense; views; ideology; general impressions,,
官,官,guān,guan1,5,1825,n,government official; governmental; official; public; organ of the body,,个
冠军,冠軍,guàn jūn,guan4 jun1,5,1133,n,champion,,个
管子,管子,guǎn zi,guan3 zi5,5,13105,n/nr,tube; pipe; drinking straw,,根
罐头,罐頭,guàn tou,guan4 tou5,5,11202,n,tin; can,,个
光滑,光滑,guāng huá,guang1 hua2,5,10277,a,glossy; sleek; smooth,,
光临,光臨,guāng lín,guang1 lin2,5,8731,v/vn,(formal) to honor with one's presence; to attend,,
光明,光明,guāng míng,guang1 ming2,5,5030,n/a,light; radiance; (fig.) bright (prospects etc); openhearted,,
光盘,光盤,guāng pán,guang1 pan2,5,14628,n,compact disc (CD); DVD; CD-ROM,,片/张
光荣,光榮,guāng róng,guang1 rong2,5,5045,a/ad/an,honor and glory; glorious,,
广场,廣場,guǎng chǎng,guang3 chang3,5,2900,n,public square; plaza,,
广大,廣大,guǎng dà,guang3 da4,5,9553,b,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,,
广泛,廣泛,guǎng fàn,guang3 fan4,5,6278,a/ad,extensive; wide range,,
规矩,規矩,guī ju,gui1 ju5,5,5345,n/a,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,,
规律,規律,guī lǜ,gui1 lü4,5,4786,n,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,,
规模,規模,guī mó,gui1 mo2,5,4088,n/d,scale; scope; extent,,个
规则,規則,guī zé,gui1 ze2,5,1924,n/a,rule; regulation; rules and regulations,,
柜台,櫃檯,guì tái,gui4 tai2,5,7498,n,"sales counter; front desk; bar; (of markets, medicines etc) OTC (over-the-counter)",,
滚,滾,gǔn,gun3,5,2046,v,to boil; to roll; to take a hike; Get lost!,,
锅,鍋,guō,guo1,5,3812,n/q,pot; pan; wok; cauldron; pot-shaped thing,,口/只
国籍,國籍,guó jí,guo2 ji2,5,15414,n,nationality,,
国庆节,國慶節,Guó qìng jié,Guo2 qing4 jie2,5,19292,t,PRC National Day (October 1st),,
果实,果實,guǒ shí,guo3 shi2,5,13530,n,fruit (produced by a plant); (fig.) fruits (of success etc); results; gains,,
过分,過分,guò fèn,guo4 fen4,5,3578,a/ad/v,excessive; undue; overly,,
过敏,過敏,guò mǐn,guo4 min3,5,5527,v/vn,oversensitive; allergic; allergy,,
过期,過期,guò qī,guo4 qi1,5,9636,v/vn,to be overdue; to exceed the time limit; to expire (as in expiration date),,
哈,哈,hā,ha1,5,676,b/v,"(interj.) ha!; (onom. for laughter); (slang) to be infatuated with; to adore; abbr. for 奇, husky (dog)",,
海关,海關,hǎi guān,hai3 guan1,5,7955,n,customs (i.e. border crossing inspection),,个
海鲜,海鮮,hǎi xiān,hai3 xian1,5,9209,n,seafood,,
喊,喊,hǎn,han3,5,2060,v,to yell; to shout; to call out for (a person),,
豪华,豪華,háo huá,hao2 hua2,5,3618,a/an,luxurious,,
好奇,好奇,hào qí,hao4 qi2,5,3798,a/v/an,inquisitive; curious; inquisitiveness; curiosity,,
合法,合法,hé fǎ,he2 fa3,5,2570,a/ad,lawful; legitimate; legal,,
合理,合理,hé lǐ,he2 li3,5,1935,a/ad,rational; reasonable; sensible; fair,,
合同,合同,hé tong,he2 tong5,5,1766,n,(business) contract,,个
合影,合影,hé yǐng,he2 ying3,5,9596,n/v,to take a joint photo; group photo,,
合作,合作,hé zuò,he2 zuo4,5,668,vn/v,to cooperate; to collaborate; to work together; cooperation,,个
何必,何必,hé bì,he2 bi4,5,6418,d/r,there is no need; why should,,
何况,何況,hé kuàng,he2 kuang4,5,7062,c/d,let alone; to say nothing of; besides; what's more,,
和平,和平,hé píng,he2 ping2,5,1750,n/ad/a,peace; peaceful,,
核心,核心,hé xīn,he2 xin1,5,3481,n,core; nucleus,,
恨,恨,hèn,hen4,5,1715,v/vn,to hate; to regret,,
横,橫,héng,heng2,5,5014,g/v/n/a/d,"horizontal; across; crosswise; horizontal stroke (in Chinese characters); to place (sth) flat (on a surface); to cross (a river, etc); in a jumble; chaotic; (in fixed expressions) harsh and unreasonable; violent",,
后果,後果,hòu guǒ,hou4 guo3,5,3157,n,consequences; aftermath,,
呼吸,呼吸,hū xī,hu1 xi1,5,2003,v/vn,to breathe,,
忽视,忽視,hū shì,hu1 shi4,5,5020,v/vn,to neglect; to overlook; to disregard; to ignore,,
胡说,胡說,hú shuō,hu2 shuo1,5,10010,v/vn,to talk nonsense; drivel,,
胡同,胡同,hú tòng,hu2 tong4,5,20715,n,lane; alley,,条
胡须,鬍鬚,hú xū,hu2 xu1,5,17602,n,beard,,根/绺
壶,壺,hú,hu2,5,7796,g/q,pot; classifier for bottled liquid,,
蝴蝶,蝴蝶,hú dié,hu2 die2,5,6484,n,butterfly,,只
糊涂,糊塗,hú tu,hu2 tu5,5,6397,a,muddled; silly; confused,,
花生,花生,huā shēng,hua1 sheng1,5,6750,n,peanut; groundnut,,粒
华裔,華裔,Huá yì,Hua2 yi4,5,23110,n,ethnic Chinese; non-Chinese citizen of Chinese ancestry,,
滑冰,滑冰,huá bīng,hua2 bing1,5,11501,vn/v,to skate; skating,,
化学,化學,huà xué,hua4 xue2,5,3282,n,chemistry; chemical,,
划船,划船,huá chuán,hua2 chuan2,5,21694,v/vn,to row a boat; rowing boat; rowing (sport),,
话题,話題,huà tí,hua4 ti2,5,2557,n,subject (of a talk or conversation); topic,,
怀念,懷念,huái niàn,huai2 nian4,5,3668,v/vn,to cherish the memory of; to think of; to reminisce,,
缓解,緩解,huǎn jiě,huan3 jie3,5,5722,v/vn,to bring relief; to alleviate (a crisis); to dull (a pain),,
幻想,幻想,huàn xiǎng,huan4 xiang3,5,3672,n/v,delusion; fantasy,,
慌张,慌張,huāng zhāng,huang1 zhang1,5,15404,a,flustered; agitated,,
皇帝,皇帝,huáng dì,huang2 di4,5,5233,n,emperor,,个
皇后,皇后,huáng hòu,huang2 hou4,5,5870,n,empress; imperial consort,,
黄瓜,黃瓜,huáng guā,huang2 gua1,5,10535,n,cucumber,,条
黄金,黃金,huáng jīn,huang2 jin1,5,2676,n,gold; golden (opportunity); prime (time),,
灰,灰,huī,hui1,5,2914,g/n/a,ash; dust; lime; gray; discouraged; dejected,,
灰尘,灰塵,huī chén,hui1 chen2,5,10301,n,dust,,
灰心,灰心,huī xīn,hui1 xin1,5,20767,a/v,to lose heart; to be discouraged,,
恢复,恢復,huī fù,hui1 fu4,5,1219,v/vn,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate,,
挥,揮,huī,hui1,5,3969,v,to wave; to brandish; to command; to conduct; to scatter; to disperse,,
汇率,匯率,huì lǜ,hui4 lü4,5,18037,n,exchange rate,,
会计,會計,kuài jì,kuai4 ji4,5,4284,n,accountant; accountancy; accounting,,
婚礼,婚禮,hūn lǐ,hun1 li3,5,2548,n,wedding ceremony; wedding,,场
婚姻,婚姻,hūn yīn,hun1 yin1,5,2058,n,matrimony; wedding; marriage,,桩/次
活跃,活躍,huó yuè,huo2 yue4,5,4961,v/a,active; lively; excited; to enliven; to brighten up,,
火柴,火柴,huǒ chái,huo3 chai2,5,11966,n,match (for lighting fire),,根/盒
伙伴,伙伴,huǒ bàn,huo3 ban4,5,2698,n,partner; companion; comrade,,
机器,機器,jī qì,ji1 qi4,5,2625,n,machine,,台/部/个
